Temperatura,Personas,Electrodomesticos,Consumo_kWh
20.42365377679827,3.0,20.0,56.36201065032832
25.794846102466337,5.0,9.0,48.994164221801455
18.13587392731214,4.0,15.0,50.5175310233181
20.815906966299956,2.0,13.0,40.916299516427365
19.573182260854484,1.0,12.0,134.37239411014568
22.409370696931614,3.0,7.0,
33.573292833367546,1.0,20.0,62.854575373658896
12.66367403704126,4.0,5.0,34.21550242777977
25.43130095187257,3.0,14.0,47.016378645062986
13.936420644051742,1.0,7.0,21.761262281132275
19.640340671052833,5.0,12.0,45.25649797301947
27.444752984836832,1.0,15.0,45.51116198467872
22.321400095477316,5.0,7.0,42.35152177094504
16.61127611035347,2.0,9.0,34.10019996440894
,4.0,6.0,39.232432417680286
25.39798874467338,1.0,19.0,50.63681573805818
18.34816684141432,3.0,5.0,32.90045195132197
23.082292947909874,4.0,15.0,
22.22785919951907,1.0,14.0,40.4165142673295
18.741998261970913,3.0,19.0,51.64970684689346
32.719720446626624,3.0,18.0,62.374120073088086
25.169595111590056,3.0,9.0,37.60881322322036
11.874287066711965,3.0,9.0,33.53332286835756
22.93227157384714,1.0,10.0,32.73127072286363
18.69106767615806,2.0,6.0,32.32197312379771
26.26216667398112,5.0,13.0,54.21690637157534
18.037396307836495,5.0,6.0,36.89872871858542
21.426317792665504,5.0,6.0,38.205092426718224
24.524936394902287,2.0,16.0,51.24294736239746
26.328775970850607,3.0,19.0,60.16645063095009
15.998517964721119,3.0,9.0,33.93335571963125
20.327493820795258,4.0,13.0,53.15493634560486
19.62527344419522,5.0,8.0,42.803114777874
18.73335383713144,5.0,10.0,44.9448073113862
30.827271201405484,3.0,6.0,42.839734459652526
24.024908554804778,5.0,18.0,59.17897045228046
15.695580228324774,3.0,17.0,44.07492932794093
,3.0,,41.15085573499137
32.610780985063165,3.0,19.0,65.4905756344268
27.162326302755734,1.0,16.0,43.17592654298245
14.403150170229933,,13.0,29.523931919578786
19.578829635668743,1.0,,45.34040149637101
28.334555745933113,1.0,6.0,29.285394879411676
18.461652671906094,2.0,20.0,46.51919121069073
24.219097140731144,4.0,20.0,63.80366462153381
25.873170267146683,4.0,5.0,38.883749181278155
17.365347642109583,3.0,8.0,32.35458511327833
21.702373219691,5.0,19.0,61.28177061586666
5.793663299654636,1.0,8.0,19.979903332897234
16.878061793328552,4.0,5.0,36.49625931055206
20.7371592430342,4.0,8.0,35.25109803690352
15.761084090175753,1.0,19.0,41.32955425531125
30.162056519658176,2.0,7.0,38.83860973286799
14.849293110196836,2.0,17.0,44.55284397248676
19.799777566515083,,6.0,45.515507755374685
22.653702886430455,2.0,17.0,51.38210554106396
29.206366445330577,1.0,14.0,
,4.0,19.0,48.71670570706895
27.815818760774796,1.0,8.0,33.237388526331586
,2.0,12.0,44.35036805870672
17.092456744760245,1.0,11.0,30.789632622661156
24.310517371316354,2.0,13.0,43.88616379830839
22.99529847786735,2.0,12.0,47.36804601183727
18.998915614206027,1.0,5.0,20.55526462976847
22.349010424950094,2.0,16.0,
20.0734320156912,3.0,6.0,31.347828702460074
22.56758672625624,1.0,,49.96288209476072
25.310653372605234,3.0,,35.43278794060893
29.93008408072676,1.0,16.0,52.95081878216556
15.810922505865754,2.0,12.0,31.22420789823702
32.665166873281336,2.0,16.0,60.791967942757545
12.239561002387491,4.0,8.0,36.550820362034194
21.241074524822082,4.0,20.0,57.32428098950813
24.941586032422883,3.0,13.0,49.63221812641781
23.404959338675162,2.0,6.0,36.595947669234675
18.88650240089703,4.0,18.0,54.56769876299042
20.959388748213623,2.0,8.0,
19.534995326705836,1.0,17.0,43.833735866861254
19.053176215278942,4.0,17.0,53.072615746890875
26.248010485105123,3.0,19.0,58.66743583998902
23.785077429825236,4.0,19.0,60.83161998848618
18.535452023696728,,5.0,25.264623654646662
26.497999377166252,5.0,7.0,44.75379055642384
23.536497604383047,5.0,10.0,47.65870066241694
26.0643105941948,2.0,13.0,47.764457402479906
25.14814420961806,1.0,15.0,41.03433475345727
17.855024945389637,4.0,5.0,34.245722888598095
19.199094799015153,5.0,,61.20162955268301
25.736468025616308,1.0,9.0,37.234379207593875
25.051851327167324,2.0,16.0,50.267120571523954
21.89549203017926,1.0,6.0,
,2.0,11.0,40.756028197921516
28.388324478942124,4.0,,45.3873389201891
19.04214305582085,1.0,9.0,31.23456393960044
24.735486905850188,4.0,12.0,48.46342379086814
20.98903673783053,1.0,6.0,28.25309637387211
20.9115939838639,2.0,7.0,32.276515215781835
27.49388425993595,2.0,15.0,46.95152573528408
26.12708174494015,1.0,,32.88485664687633
26.067548180003193,2.0,,48.09172485413319
28.527394035771646,3.0,8.0,45.63355419734708
22.105019208163796,3.0,9.0,44.84674990581641
25.40976485647482,4.0,7.0,46.12051470806136
20.44866621703272,3.0,20.0,58.07157702834876
23.62083176244221,3.0,17.0,54.08432577482945
21.349284728161578,5.0,20.0,62.43713524725912
22.48497982496359,5.0,16.0,54.62049719633679
24.97578512718457,5.0,13.0,51.773894933048226
17.908896583832636,5.0,12.0,47.898649037437565
32.4619363784273,2.0,,59.464569012212166
16.96991309250149,4.0,18.0,52.304184563597644
15.92905693606134,4.0,10.0,32.24995024268203
,3.0,19.0,61.133860351259386
25.95831346981468,4.0,18.0,56.66241759973041
25.120599085260775,3.0,5.0,32.3131413903799
25.1417275463214,4.0,8.0,46.28075611425982
21.938766135765427,1.0,11.0,39.94023747378095
17.51372814257084,1.0,,37.75757467778459
,4.0,20.0,57.75186589842227
18.61419144243944,2.0,9.0,36.546195092544586
26.875598667088756,3.0,8.0,40.1934686743041
21.264713092489306,4.0,13.0,48.03885715845506
17.872514016037442,3.0,12.0,45.34293996474008
20.393070791735035,5.0,19.0,60.940253915406046
24.06465727137812,4.0,7.0,41.61325617021599
19.181377235980126,2.0,18.0,47.51742681764363
17.888898022167844,5.0,10.0,44.44259793226825
23.218436057459563,4.0,16.0,
23.224832855543614,1.0,20.0,48.20330739048474
19.46528412314435,4.0,18.0,58.196998720531596
19.644808471908387,1.0,18.0,44.34143005961939
23.16024968678818,1.0,20.0,50.914623898607424
14.759578292513378,4.0,16.0,50.24852689725988
14.962681128117223,4.0,8.0,35.54572750428208
18.40777889373782,1.0,11.0,36.86930235919777
20.932764241440765,3.0,5.0,33.10513240772225
23.554537827990025,5.0,5.0,41.64162902797684
29.376781084747762,,18.0,57.147543277167934
26.288298116010097,4.0,19.0,62.65235607712354
21.200307350182864,5.0,16.0,57.63875610315585
21.904918960486555,5.0,16.0,59.679917312835315
16.987353176810956,3.0,10.0,
21.90743432003805,5.0,14.0,51.146113967165654
20.55670680539931,,15.0,55.30796977556463
23.613592801690448,5.0,17.0,54.289341088037574
17.863845282238387,4.0,17.0,
24.596732571205862,4.0,20.0,61.26401958866354
29.66369456501289,1.0,18.0,50.23217844775662
21.456199257715713,3.0,11.0,43.50442662853631
24.008558610494706,2.0,20.0,57.42642822008086
25.450719958555563,1.0,17.0,46.72270292794473
19.993897640570818,2.0,13.0,42.88546681737041
,4.0,19.0,61.506914137331165
22.062962003908975,1.0,20.0,44.84380635864701
22.48838049274416,5.0,11.0,50.01343767495017
18.13495108072267,5.0,20.0,60.62788607526285
22.122550871294713,2.0,13.0,40.44640947889578
24.489991456227248,4.0,14.0,49.007200440933964
29.25571803897521,,18.0,54.3412600534559
26.796354130426035,3.0,13.0,49.3759099264125
32.76591228755778,5.0,18.0,65.96073800158237
18.163262185559752,1.0,,46.197321799882545
26.361603183603393,1.0,12.0,43.36768971995725
22.91671002869176,1.0,11.0,38.961146922910956
32.94901466608836,5.0,16.0,69.13379505645202
17.958508573224243,4.0,7.0,38.8031484017431
17.801390789096118,5.0,15.0,52.591273114508766
19.00303677277989,5.0,18.0,53.52852224356566
11.380521378450965,1.0,7.0,26.07689043373602
19.371224891596196,5.0,15.0,56.796984228083446
18.20433669223151,1.0,9.0,30.076212880703707
22.75196893238104,4.0,11.0,
23.708779878885796,3.0,17.0,55.73076309756665
31.380854196079433,1.0,16.0,46.643681027682234
26.75211919093025,2.0,14.0,49.59676445560169
19.115481721687985,3.0,11.0,
17.50792664325821,,5.0,32.36286815995554
24.459595857532527,3.0,20.0,59.29427217498941
15.398833964896788,1.0,20.0,45.62215663865227
31.15729382927177,4.0,12.0,58.055792106856806
27.897200603606436,2.0,5.0,36.13612377663751
19.654121739476476,1.0,17.0,
13.434327354545612,1.0,18.0,36.18983825473872
28.769361870827062,,15.0,57.79822678922068
21.42730077373691,4.0,8.0,40.93240254655063
28.189081559867308,3.0,6.0,34.447567081326895
14.027861706028165,2.0,9.0,
19.003124885231134,3.0,10.0,37.40959316758182
22.026218498590914,3.0,,36.828693014531346
22.23490296882371,1.0,20.0,50.70327072759308
19.74967264260378,4.0,18.0,54.47042266721354
25.114249661737492,1.0,16.0,46.90313534664422
16.661897853087027,2.0,17.0,51.60826917219816
21.288102574893532,3.0,8.0,36.70620857528986
22.601478158559495,2.0,11.0,37.97307012131865
,4.0,,58.85873793522278
25.55807439044445,4.0,8.0,48.838284644844016
16.376789540810655,5.0,6.0,
14.329429146321889,2.0,8.0,33.103826393984605
28.388384109492545,,11.0,36.67069092562154
23.661570059897958,2.0,5.0,41.040425197858966
18.25756731721723,3.0,19.0,57.454567747202276
29.755759877612615,4.0,8.0,49.40041191129549
22.578373171464293,,20.0,62.63840980095543
27.896485920319133,2.0,10.0,44.64833919374741
22.337592407050543,2.0,,39.89298181769614
32.303739624409936,2.0,,53.42998152113678
30.77670421221602,3.0,17.0,63.189837072301195
20.75517925760463,3.0,13.0,42.9223748175228
26.85785475477178,1.0,9.0,37.890267105679946
,2.0,18.0,49.481959880867606
28.843157787661745,1.0,6.0,34.93158093322012
,5.0,7.0,38.437467744811265
25.430257299992196,3.0,6.0,42.101672245924334
27.29212243424794,4.0,13.0,58.13622014733886
13.206302567884428,5.0,10.0,37.37406854005591
16.083707436671126,4.0,20.0,57.17437819354822
11.803839111199498,5.0,18.0,54.082045506097934
20.652965827777212,1.0,20.0,44.278770560387585
25.58771127897981,1.0,15.0,48.86518423724176
29.51178526048014,3.0,16.0,52.17506253721159
22.370473902098876,4.0,5.0,35.862711859863495
30.143077727856458,5.0,,46.911431890880216
15.099492708925542,2.0,11.0,29.86625059046579
,2.0,,36.59784537379179
21.722261505516904,3.0,9.0,37.05120210093431
23.920327244696537,4.0,20.0,59.94739136094579
,2.0,7.0,33.9487584919714
11.662789499800617,3.0,17.0,46.059194109137735
21.55439980243606,3.0,19.0,51.837618068539705
15.477652497475734,4.0,11.0,42.34458948063225
25.348362744150194,2.0,9.0,39.08575115404315
23.83299123048424,,10.0,37.042170065244584
17.300601068363225,2.0,7.0,33.40200428951143
19.430665413316532,1.0,10.0,110.12146372512669
16.70393239055524,2.0,11.0,36.47497338505694
21.68660451363414,5.0,18.0,57.5223759301806
26.775711602506192,1.0,12.0,40.213458974548026
17.07136976832228,1.0,6.0,28.076371730317735
24.520232577589223,1.0,6.0,
19.348711908137794,,18.0,42.29199006046213
18.03563583868828,3.0,10.0,33.34893960636131
21.464848200227213,5.0,12.0,51.315521595352585
16.82378838790313,4.0,9.0,35.16303249105789
19.23175347326409,2.0,18.0,47.17770218341843
16.010610537055758,1.0,5.0,28.19462848856069
31.823625664581947,4.0,15.0,
22.176317759858645,3.0,5.0,37.402101875283385
18.50137246003707,4.0,14.0,44.737487947331516
23.06989955367111,1.0,13.0,43.57998416553994
21.43835975154585,5.0,8.0,45.876101012926156
20.895152002333884,4.0,16.0,54.180657398357475
25.070833500217127,1.0,14.0,42.230689604640474
25.787538550236526,1.0,5.0,33.04069617566854
19.34749426194736,2.0,15.0,45.101737011571615
19.1209087967766,2.0,12.0,44.96055631857567
20.62474151424178,5.0,6.0,38.65193077810534
10.490394176322075,2.0,16.0,
14.42404468900724,5.0,6.0,32.83734885623262
28.834371337222624,3.0,5.0,38.8511118771787
,3.0,5.0,38.764346119346875
20.75481980221811,,13.0,40.617530707112664
24.882784815278832,3.0,17.0,53.93408890772185
23.556250772717682,4.0,5.0,42.67024571643606
37.39440404227619,4.0,10.0,58.28545197804948
27.597874557172883,4.0,16.0,61.78053313718216
21.360412042596167,3.0,11.0,42.63205695223704
,4.0,8.0,41.62604406160126
13.967768398712138,5.0,9.0,40.35524154469102
,1.0,8.0,31.046088798159214
18.218246273578483,2.0,8.0,35.74259891794801
14.88873145201163,5.0,14.0,52.362691605769896
18.767135578787368,4.0,19.0,57.42865936350692
16.592259981928024,,19.0,47.266447867226354
30.435708175362823,2.0,5.0,41.686025801001726
26.408198784747253,5.0,10.0,50.31641402546483
21.960136793416915,2.0,,48.414274997956056
29.39972069445013,3.0,14.0,54.607869989105914
22.38684153823809,4.0,18.0,62.088826806475076
,5.0,14.0,51.05843213315532
,,,57.08161589659707
24.694550218423295,1.0,11.0,39.47983029141894
16.81376922836772,,12.0,35.3347341568894
21.04830660958196,1.0,11.0,34.754590922999576
17.621908733076214,2.0,10.0,36.742329032962765
15.08600134517832,4.0,16.0,50.70215387809639
26.630887737658206,2.0,19.0,51.29716393861556
,4.0,12.0,50.73424102899158
15.007162130904295,5.0,7.0,
24.814846183452854,2.0,13.0,49.778248543207454
18.746787154390866,2.0,7.0,28.723049262530697
19.56437308117652,2.0,8.0,34.70668079224819
19.038030378805654,3.0,17.0,55.08547197169443
,4.0,14.0,48.14160839013374
22.242608139724133,4.0,20.0,61.3369668650574
17.84524941794481,2.0,18.0,44.74682401669606
23.352284128899193,3.0,10.0,43.68146023182545
21.748809452754315,2.0,16.0,44.413758188447616
20.80525976566795,4.0,18.0,49.934273475467236
17.46218168979201,5.0,16.0,53.12677110670472
19.116143347158335,3.0,12.0,43.25536316023371
25.77695612912878,3.0,7.0,38.536414287974175
24.504585938121902,2.0,17.0,48.863794402304556
17.112223776007244,5.0,14.0,49.049485535136014
22.49666152714613,4.0,10.0,42.81711980119192
25.756935616858947,1.0,,39.33215293879765
13.652973594393142,4.0,9.0,
24.716800961899676,4.0,9.0,50.15756428073575
18.686881205270765,5.0,13.0,48.38298046592507
24.852993342965796,3.0,17.0,54.591861476878584
18.183704217287417,4.0,11.0,43.56770247678502
12.975589496677404,3.0,16.0,42.26148899612899
13.862287810584187,5.0,13.0,39.639364097597166
22.24042473330691,5.0,19.0,62.62401032679612
23.29861250860741,2.0,13.0,51.14335508092647
,1.0,17.0,45.48079973495903
25.19296229388687,5.0,18.0,68.02893010888296
13.6923996886552,5.0,10.0,43.644308833640046
21.66960100676342,3.0,18.0,52.87977832329193
15.944919001187717,5.0,10.0,44.56068220781251
18.740819460989204,4.0,8.0,42.202334211344755
22.23699335658207,2.0,12.0,36.98763287817952
17.69793317358024,2.0,18.0,48.49281117979195
20.077222278850872,,6.0,36.76647951008337
27.0314640460722,5.0,9.0,54.55750528748018
19.115540652384254,1.0,5.0,26.909408020186127
,5.0,14.0,49.56185522932725
16.351465726711908,2.0,18.0,47.40083119566298
24.649020889576413,1.0,6.0,25.533662050625516
29.207843103289502,3.0,5.0,43.688599731710376
9.641777499363553,3.0,10.0,29.409757398867043
18.015523722647615,5.0,6.0,35.020181583512475
24.8853606359027,5.0,16.0,56.595140214186415
20.984773069785035,1.0,8.0,29.106795733494522
23.855729366856544,1.0,17.0,47.11745301076883
18.980074066420897,5.0,20.0,57.60253576265581
22.4329489373645,2.0,9.0,36.54388425396662
21.221613823039604,3.0,11.0,37.850452450576135
27.838910308299035,1.0,14.0,45.51619358229136
23.272104216506065,2.0,5.0,
23.68801331037601,5.0,16.0,56.60465339059276
19.940615169387662,4.0,15.0,52.32493244001225
19.561968879637533,1.0,20.0,44.880702187672256
19.837209060901895,4.0,9.0,43.108855446846846
23.972260711891483,2.0,19.0,57.0905612576963
19.895077595898684,,8.0,
23.448874284482066,2.0,11.0,41.86134252948296
32.37700399322719,3.0,18.0,63.91593150789038
26.355623517158463,2.0,14.0,44.242942274521624
20.369882339160796,1.0,11.0,34.645676283302855
28.006069610819722,1.0,12.0,41.00400466377107
19.959623134892244,4.0,8.0,40.95305697539271
11.80937732411073,2.0,8.0,25.86285619904272
16.95956844541298,2.0,14.0,
12.646040394870722,4.0,9.0,43.02260330323574
20.24243257979346,5.0,,46.55867034125991
22.092091895947757,2.0,15.0,50.4086474667801
30.382186561376415,2.0,20.0,56.75209156718698
23.634636868820813,2.0,,35.152799095072616
20.90449735595568,,9.0,45.87416421057809
26.147027905917447,1.0,9.0,37.612789418117686
10.944323454960575,4.0,12.0,44.28545313800104
23.178072790542828,5.0,11.0,47.810800091605046
25.854325969434832,3.0,12.0,48.652832858497504
14.607068771100792,3.0,17.0,182.83531416451376
27.718770216034645,5.0,9.0,
23.69248203747207,5.0,16.0,59.47173319772131
19.923560430495993,,15.0,41.282093954438935
25.163909330531425,3.0,,39.317032015359715
33.35346428902198,4.0,12.0,54.989303255983046
22.909331275292477,2.0,13.0,40.16290638952494
23.24110293150168,2.0,6.0,30.627261233157714
19.70319550229878,1.0,20.0,46.204858345428896
17.75077815267604,1.0,18.0,40.323567695239475
26.151679082721227,3.0,20.0,55.92587616704262
17.719580870455665,4.0,5.0,31.185472200190308
22.357831186096963,4.0,16.0,52.817955403721136
19.611712766174417,5.0,10.0,46.08499971971643
24.39489912873196,1.0,7.0,29.344196341164704
23.66831052643474,2.0,5.0,29.63307247920437
27.187699721289498,,17.0,51.407364879668705
19.449918005726264,3.0,10.0,40.870570718905014
20.650625323533145,2.0,16.0,42.9351046719403
17.106181421088465,4.0,12.0,42.133151545528435
19.77853369961944,,20.0,60.74004359592108
23.88650246522426,1.0,13.0,
25.78494308322676,3.0,17.0,51.38611767651554
17.389173379111874,2.0,10.0,34.64968091508006
26.3480296005283,1.0,16.0,
28.778189294024756,5.0,20.0,59.736717425262725
24.067174516118506,5.0,10.0,49.85087691671501
31.38397906279033,2.0,5.0,41.21789452543303
18.131054004482134,2.0,9.0,33.93776729256643
15.776726483442914,2.0,7.0,32.25097613364173
